Term	Overlap	P-value	Adjusted P-value	minuslogQval	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
ZNF446_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.64	0.00	ZNF276;PRR7;IDUA;MEPCE;INPPL1;GPATCH3;CCDC106;NOL3;KLC1;MROH1;ACTR1A;C1ORF226;C7;ZMIZ2;VARS2;L3HYPDH;DGCR2;SEMA4D;ARHGEF18;MAPK15;ST6GALNAC4P1;EML3;BAIAP3;PFKL;NEMP2;PACS1;REEP2;ERF;TSNARE1
SLC26A10_human_tf_ARCHS4_coexpression	32/299	0.98	1.00	0.00	0.22	0.45	0.15	0.00	GPSM1;BRSK2;NRN1;ULK4;TMEM59L;STMN3;NREP;SEZ6L2;KLC1;HDAC6;FAM171A1;EFS;PCBP4;MYO6;FAM177A1;NCAM1;SRGAP3;RALGPS1;CHST8;LMO3;H3F3A;DCLK2;FAM189A1;TCTE1;ENOX1;GAP43;SBK1;REEP2;KCNQ4;FXYD6;NACAD;RNF165
RBM22_human_tf_ARCHS4_coexpression	34/299	0.96	1.00	0.00	0.13	0.30	0.06	0.00	DENND1C;CSRNP1;CD83;NOD1;ARRB2;LACTB;SOCS3;SEPT6;PNP;HLX;RAC2;PDE4B;MBIP;ZNF624;PGM2;MAP3K8;SEMA4A;MCRS1;LILRB2;TNFRSF1B;MFSD12;SCAMP3;CDC25B;OSCAR;PTPRE;YRDC;ATG16L2;CD5;BCL3;ADAM8;LCP2;LTB;SRSF7;NFKBID
ZFPM1_human_tf_ARCHS4_coexpression	35/299	0.94	1.00	0.00	0.10	0.24	0.04	0.00	ZNF276;DENND1C;PRR7;AKNA;IDUA;NATD1;SLC38A10;ERFE;ITGAL;PPP6R1;ZMIZ2;PSD4;D2HGDH;JUNB;WDTC1;KCNH2;JUND;DENND4B;WASH7P;TMC8;NFATC1;RUNX3;DGKZ;SPTB;EPN1;EML3;ZAP70;CD6;CD5;TAL1;PACS1;CCDC88C;MAPKAPK2;ERF;PDCD1
ZNF555_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.64	0.00	SHC4;ZBTB8A;CRYBB2P1;TMEM200A;ATP1A4;TPTE2P2;LYPD5;ZNF8;N4BP2L2;CCDC144A;FAM221A;EPB41L4A;KIAA1328;PDCD6IPP2;HCAR1;ZNF506;KIAA1324;PAK3;MORC4;LAMB4;MAGI2;ABCA9;TEX35;SSTR2;C12ORF76;WDPCP;MDM4;ZNF556;ZNF431
ZNF554_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.65	0.00	ZBTB8A;TCF23;NKAP;ATP1A4;LYPD5;ZNF8;ADAMTS4;SHE;FAM221A;CLN3;PDCD6IPP2;HCAR1;ZNF506;ZNF605;FAM177A1;MFSD4B;BCAS4;ZNF283;INMT;RAET1E;ARMC10;FAM153C;ZNF639;CINP;SPIRE2;EBPL;WDPCP;ZNF556;ZNF431
ZNF699_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.65	0.00	NAIF1;NREP;KLC1;N4BP2L2;GNG2;KIAA1841;REV3L;NAA25;CEP170;S1PR2;KIFAP3;HDX;ZNF124;RAB2A;CXADR;ST8SIA2;MAGI2;SOX11;GVINP1;GSTA4;ARL2BP;TEX9;ZNF737;C18ORF32;COL20A1;TLL2;LGR6;FGF13;CD200
FEV_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.38	0.00	DCAF12L2;PTPRN;STMN2;CRIP2;KLC1;PCDH17;SCGN;KIAA1324;KIFAP3;DIRC3;C3ORF14;ZBTB7C;SLC10A4;RAB2A;CACNA2D1;INTS2;SLC16A10;SYNGR3;ENOX1;NR4A2;GAP43;CDK5;B4GAT1;AC104532.2;CPE;CYSTM1;FGF13;SCG2;CD200;MUC22
OVOL2_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.66	0.00	LAD1;MST1R;F11R;PTPRF;BAIAP2L1;SERTAD1;S100A13;RBPMS2;ANO10;ABCF2;TFAP2C;GALNT3;CDC42BPG;SIAH1;RIPK4;SORD;LHFPL1;KIAA1217;CNKSR1;TMEM37;YRDC;KLF5;SPINT1;TMEM54;UBE2S;MYO5B;ESRP1;ELMO3;LLGL2
ZNF544_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.66	0.00	ZBTB8A;ATP1A4;TPTE2P2;LYPD5;ZNF8;N4BP2L2;INPP5B;GJC1;SHE;FAM221A;PDCD6IPP2;HCAR1;TCTN2;ZNF506;FAM177A1;ZNF567;SMN1;MFSD4B;BCAS4;ZNF121;ZNF283;AC083899.1;C6ORF141;ZNF714;PTGES3L;WDPCP;ZNF556;CCDC150;ZNF431
HOXD11_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.66	0.00	GTF3C1;POM121;FOXC1;SLC1A5;PKMYT1;SMG5;COCH;PTBP1;IRAK1;ADAMTS1;PES1;MICALL1;MYBL2;PHGDH;CKB;AMH;QRFPR;PELP1;CTC1;ICMT;CLUH;TMEM132E;NAA10;ATAD3A;UBE2S;CARM1;SERBP1;UBA2;CDK16
ZNF197_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.67	0.00	DPY19L2P4;NREP;KLC1;N4BP2L2;LRRC55;TXNDC16;MFSD8;GNG2;PCBP4;ZNF506;KIAA1841;CEP170;SRGAP3;PAK3;PBRM1;CXADR;ZNF283;KCNIP1;ST8SIA2;MAGI2;SOX11;ENAH;GSTA4;FXYD6;PHIP;MDM4;ZNF532;CD200;RNF165
DMRTA2_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.40	0.00	TTC25;GPM6A;C11ORF95;ZBTB8A;C17ORF97;STMN2;NCMAP;FAM221A;MTATP8P2;EFS;SVBP;HES1;SOX9;SRGAP3;CHST8;EYA2;H3F3A;SLC16A11;SORCS2;C9ORF116;SHISA6;PARD3;RBP1;H3F3AP4;PCDHB6;ID4;NACAD;FJX1;ZNF431;RNF165
HOXB5_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.67	0.00	C11ORF95;MAST2;CCDC106;ETS2;ACTR1A;MAEA;CHST10;BDKRB2;SH3BP4;ACP2;USP30;CCHCR1;ZNF521;PLXNA3;CHST8;C8ORF58;TMEM132E;IRX5;VSTM2L;EBF3;TACR1;CKAP4;GRIN2D;TMEM54;TRNP1;MGAT4B;MSRB3;KDELR3;HOXB7
ZNF571_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.67	0.00	SLC2A3;CCDC144A;STRN3;ATXN3;ERBB4;ST8SIA4;HEATR4;LRIG3;ZNF121;LEFTY1;PAQR5;TEX35;ARHGAP28;SHISA2;TPTEP1;PLRG1;ST6GALNAC4P1;MTAP;BMP2;CDK7;C10ORF82;TBL1XR1;ZNF737;KIT;ROR2;RAB17;TDGF1;MIXL1;YPEL2
SMARCE1_human_tf_ARCHS4_coexpression	34/299	0.96	1.00	0.00	0.13	0.30	0.07	0.00	ZNF254;MAGED1;NREP;KRBOX4;TPGS2;IFT52;GNG2;ZNF286B;CEP170;RBFOX2;CXADR;H3F3B;H3F3A;SOX11;PPP2R3A;ELP5;TMEM150C;SLC16A14;LZTFL1;HAUS1;NUP93;MAPK10;RAET1E;GSTA4;ZNF737;ZNF714;PCDHB16;C18ORF32;PTGES3L;TAF7;COPS8;SSBP2;CD200;RPL3P2
EN1_human_tf_ARCHS4_coexpression	32/299	0.98	1.00	0.00	0.22	0.45	0.16	0.00	GPM6A;ZBTB8A;DCAF12L2;MAGEF1;STMN2;TMEM53;NREP;NTN1;CYP26B1;DACH1;PEG10;SPEG;NCAM1;SRGAP3;ZNF283;CADM1;H3F3A;DCLK2;EBF3;SLC16A10;GFRA1;GRIN2D;NR4A2;GAP43;VANGL2;SBK1;ARMC10;ID4;TMCC3;FAT3;APBA1;RNF165
SF3A2_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.69	0.00	POM121;MAML1;INPPL1;PKMYT1;SMG5;PTBP1;IRAK1;PPP6R1;ZMIZ2;AKT2;PES1;NACC1;SDF4;MYBL2;AMH;WDTC1;PELP1;CLUH;DENND4B;ATAD3A;MAPK12;SREBF2;EPN1;EML3;PFKL;CARM1;ERF;MAP3K10;CDK16
HMX1_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.69	0.00	B4GALT2;GTF3C1;FOXC1;FLT4;MRPS12;CCDC106;PKMYT1;SMG5;COCH;PTBP1;IRAK1;PES1;MYBL2;CKB;CCHCR1;RPRM;CLUH;TMEM132E;NAA10;FAM207A;JMJD8;ATAD3A;WDR77;SMO;RPUSD1;UBE2S;KCNQ4;CERS1;CDK16
ZBTB2_human_tf_ARCHS4_coexpression	34/299	0.96	1.00	0.00	0.13	0.30	0.07	0.00	CSRNP1;POM121;RPL3;MAML1;MEPCE;MIS12;SERPINA5;GPR174;PTBP1;FAM53C;MLX;TLK2;ADNP2;VCPKMT;MYBL2;LBR;EIF4B;SLAMF1;ARL6IP6;TOMM70;KLF11;PRPF38A;AC006449.2;LVRN;TRAT1;ZFP91;MEX3C;MED26;EEF1A1;YRDC;ESRP1;SRSF2;CD48;NEMP1
ASCL1_human_tf_ARCHS4_coexpression	31/299	0.99	1.00	0.00	0.28	0.52	0.25	0.00	RTN3;MAGED1;HNRNPA1P66;RGS16;NREP;TXNDC16;TMEM222;C1ORF105;GNG2;PCBP4;KCNMB1;NKIRAS2;MBIP;CKB;BCHE;CAMK1D;H3F3A;NR2F1;SOX11;CBFA2T2;AMZ2P1;GSTA4;RRAGB;ZNF536;C16ORF45;TAF7;TLL2;FXYD6;TCF4;CD200;RNF165
MZF1_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.70	0.00	ZNF276;MEGF6;IDUA;INPPL1;SLC38A10;HDAC6;MROH1;DPP7;PPP6R1;ZMIZ2;AKT2;PCED1A;RHPN1;HSF4;D2HGDH;WDTC1;PLXNA3;NSUN5P1;DMPK;DENND4B;PCGF3;SYTL1;WASH7P;DGKZ;EML3;PFKL;PACS1;SUGP2;ENGASE
ZNF236_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.70	0.00	MACF1;DGKE;USP37;MYCBP2;SMG1P5;MTRNR2L1;ELK4;ZNF808;KIAA1328;KIAA0355;ZNF605;REV3L;TLK2;ERC1;ANKIB1;ZNF460;SFMBT1;STARD9;SIAH1;NFATC3;DICER1;DDHD1;ARHGAP32;RALGAPB;ZNF619;WNK1;STRN;MDM4;YPEL2
ZSCAN23_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.70	0.00	ZNF254;MAGED1;ARL6;NREP;GNG2;KIAA1841;ZNF286B;ZNF624;CEP170;SRGAP3;ZNF521;MAGI1;RBFOX2;CXADR;FANCM;ST8SIA2;SOX11;SLC16A14;MAPK10;GSTA4;ZNF737;ZNF714;PCDHB16;WDR5B;TCF4;SSBP2;ZNF532;UBE2Q2P2;CDKL1
ZNF384_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.71	0.00	POM121;WDR1;MAML1;INPPL1;ITGAL;SMG5;PLAC8;APH1A;PTBP1;MAEA;PPP6R1;ZMIZ2;NACC1;RAC2;TBC1D10C;WDTC1;DENND2D;CLUH;DENND4B;SREBF2;EML3;PACS1;H3F3AP6;IRF1;CARM1;RAPGEF1;ERF;TKT;STK40
OLIG3_human_tf_ARCHS4_coexpression	31/299	0.99	1.00	0.00	0.28	0.52	0.25	0.00	ISCA2;FIGNL2;IPO7P2;SIPA1L2;DTX4;PRSS42;NBPF25P;NPAS3;GJC1;DACH1;EFS;AP1S2;CLSPN;SLC16A2;ARL6IP6;TCEAL9;CHST8;CENPU;TMEM132C;C8ORF58;SEMA6A;TMEM255A;NR2F1;DIO3;KLHL23;PASK;SDK1;VANGL2;ID4;NES;VSX1
SKIL_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.71	0.00	RPE;LIN7C;GTF2E1;LCLAT1;STRN3;RAB21;UGP2;RBPMS2;DNMT3B;NAA25;CHP1;LRAT;NUDT15;MTPAP;ZNF587B;ZNF121;CXADR;NLGN4X;PAWR;FAM136A;GULP1;ENAH;CDK7;CTTN;MSH2;TBL1XR1;ESRP1;ZNF714;TDGF1
HOXD4_human_tf_ARCHS4_coexpression	33/299	0.97	1.00	0.00	0.17	0.38	0.11	0.00	SRPX;NRP1;FOXC1;CUL7;TRIO;PKDCC;ARHGEF28;MAST2;INPPL1;LAMC1;AKAP3;PRSS23;CST2;MPRIP;SH3BP4;TMEM109;PLEK2;PDLIM7;TGFB2;RBFOX2;ANXA1;TLE1;OSR1;NR2F1;HMGA1;GPX7;FOSL1;NET1;COL3A1;VIM;AMOTL1;KANK4;CDK16
BRD9_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.72	0.00	GTF3C1;POM121;TRIO;INPPL1;PKMYT1;SMG5;PTBP1;IRAK1;PPP6R1;ZMIZ2;MYC;PES1;ORMDL3;NACC1;MYBL2;PELP1;STARD3;CLUH;USP5;DENND4B;GLP2R;ATAD3A;SMARCA4;EML3;NPLOC4;CARM1;ERF;TKT;TRIM11
ZNF587_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.72	0.00	ZBTB8A;ATP10B;ZNF8;N4BP2L2;LCLAT1;INPP5B;ADAMTS4;FAM221A;ATXN3;KIAA1328;HCAR1;ZNF506;REV3L;STXBP6;MFSD4B;POLR2J3;ZNF121;MORC4;ZNF283;AC083899.1;SSTR2;TTC39B;IRGQ;ZNF714;SPIRE2;WDPCP;MDM4;ZNF556;ZNF431
LCOR_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.43	0.00	TPTE2P2;SLCO5A1;NREP;PCDH19;LIN7C;CCDC144A;RCBTB2;STRN3;CHSY1;ZNF506;KIAA1841;ZNF286B;KIFAP3;CXADR;TSC22D2;MAGI2;TEX35;SOX11;ENAH;KITLG;DAB1;TBL1XR1;PXYLP1;PHIP;MDM4;TCF4;NHLRC2;FGF13;UBE2Q2P2;PRTFDC1
ZNF782_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.73	0.00	C11ORF95;DGKE;GMPS;HTR2B;ZC3HAV1;BHLHE22;TMEM187;SENP6;ZNF808;SERP1;STAMBPL1;P2RY1;C21ORF91;GABPA;RFC5;USP32P1;TIGD7;PHF10;COG5;HSPA4;ORMDL1;CTPS2;ZBTB8OSP2;MED26;RPS4XP5;MSH2;SRSF2;SSBP2;FTCDNL1
HDX_human_tf_ARCHS4_coexpression	31/299	0.99	1.00	0.00	0.28	0.52	0.27	0.00	ZNF254;DCLRE1C;PTPN20;TPTE2P2;NREP;PPP1R9A;LCLAT1;STRN3;ZMYM4;RASGEF1B;ITGB8;KIF21A;C3ORF14;ZNF143;CXADR;TEX35;SOX11;CDKAL1;SSTR2;SMAD5;SHISA6;ENAH;TMEM98;GSTA4;NFIB;TBL1XR1;ZNF737;TCF4;MGARP;UBE2Q2P2;HCN1
ZNF559_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.44	0.00	DCLRE1C;TPTE2P2;ZNF8;KRBOX4;FAM221A;PDCD6IPP2;ZNF506;ZNF286B;ITGB8;SRGAP3;KDM6A;PRPF38A;CXADR;ZNF480;LMO3;WDR19;MAGI2;DIO2;TRPV3;KLF8;IQCK;GSTA4;TEX9;ZNF714;FXYD6;MDM4;B9D2;SSBP2;CD200;ZNF431
PPARA_human_tf_ARCHS4_coexpression	31/299	0.99	1.00	0.00	0.28	0.52	0.27	0.00	GPM6A;ZBTB8A;HEPACAM;KLHL34;CACNA1D;CXCL14;TTC28;SULT1A1;ZNF280D;ADAMTS4;DPP6;RPS6KA6;ITPRIPL1;PLCE1;LRAT;S1PR2;ME2;KCNJ2;KCNJ3;LRRC69;ZNF121;EYA1;STARD9;KCNJ15;SSTR2;PGM5P2;MAFF;NABP1;MIXL1;RNF122;CDKL1
ADNP_human_tf_ARCHS4_coexpression	32/299	0.98	1.00	0.00	0.22	0.45	0.17	0.00	DCLRE1C;CTCF;ZNF8;LCLAT1;STRN3;GJC1;ZNF286B;UTP20;ARID2;MTPAP;MORC2;RPP38;ZNF121;CXADR;TSC22D2;SOX11;C6ORF141;POU2F3;ENAH;CTTN;NFIB;TBL1XR1;TBC1D24;PHIP;MDM4;TCF4;ROR2;PAXBP1;SRSF7;ZNF532;CDKL1;RNF165
ZNF346_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.74	0.00	TMEM41A;MAGED1;NAIF1;NKAP;NREP;PANX1;LGALS3;GNG2;MAEA;GRPEL2;PGGT1B;DUSP4;ZNF121;CXADR;KCNIP1;HMGCS1;PIH1D1;ORMDL1;GPN2;ETV4;DUSP6;C12ORF76;GSTA4;C18ORF32;FXYD6;FGF13;SSBP2;TMEM19;RAB7A
ZNF415_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.44	0.00	SLC24A2;ATP1A4;TPTE2P2;ZFAND1;NREP;PPP1R9A;LCLAT1;FAM221A;DPP6;TCTN2;ZNF669;PTCHD3;SRGAP3;PAK3;L3HYPDH;CADM1;TNFRSF19;MAGI2;GAB1;SOX11;CDKAL1;SUPV3L1;DAB1;GSTA4;NFIB;AKIP1;C18ORF32;SSBP2;CD200;VSX1
ZXDC_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.74	0.00	TRAF3IP3;WBP2;MVP;DCUN1D2;GCC1;UBE2J2;KRBOX4;POLD4;RPL10AP6;RAC2;FYN;SLC39A4;DUSP2;SLC13A4;SMOX;ITPK1;SEMA4C;SHISA5;APOBR;ELP5;RC3H2;LRFN3;RAP2A;RAET1E;ALOX5AP;PTGES3L;CD48;LCP2;KIAA1958
ZNF75A_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.75	0.00	COLEC11;EIF4A1;EEF1A1P6;SLC24A4;TRIO;EEF1A1P5;NAIF1;MTRNR2L1;ARHGAP5;TXNDC16;TUBA3E;EEF1A1P13;TMEM107;KCNMB4;CHML;CCNL1;PGPEP1;CTC1;FKRP;PAQR5;FEM1B;TMOD3;GLP2R;QKI;CD6;HEATR5A;ZNF638;LGR6;CDKL1
ZNF222_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.44	0.00	ZNF254;WDR25;PELI2;PCDHGB9P;EGFLAM;RAB40B;ZNF286B;ZNF701;ZNF446;PAK3;MTPAP;L3HYPDH;CNTLN;BCHE;OSR2;ZNF460;ST8SIA2;SOX11;ST6GALNAC4P1;NAP1L4;COQ5;NEMP2;GSTA4;ZNF714;LNX1;FKBP7;FXYD6;NAT9;FGF10;RNF165
LHX1_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.44	0.00	C11ORF95;NRP2;BRSK2;STMN2;CRIP2;CACNA1D;KLHL35;SEZ6L2;KLC1;EFS;RSPO3;HAS2;NCAM1;PATZ1;CHST8;H3F3A;DIO3;EBF3;TCTE1;SHISA6;ENOX1;PGM5P2;GAP43;SBK1;REEP2;H3F3AP4;PTGES3L;SNAI1;NACAD;RNF165
FOXJ3_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.75	0.00	MACF1;POM121;DYRK2;MAML1;CELF1;MAST2;ETS1;ELK4;RPS6KA3;MPRIP;TNKS2;ZMYM4;MAP4;MEF2A;USP24;MYLIP;USP47;CACNA2D1;THEMIS;ZFP91;ATP11B;MEX3C;TANC2;PHF20L1;RALGAPB;WNK1;CCDC88C;TET3;STRN
ZNF444_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.75	0.00	HPN;CCDC106;HDAC6;MROH1;KLC2;PPP6R1;ZMIZ2;AKT2;PCED1A;RHPN1;C8ORF82;D2HGDH;AGFG2;PELP1;TPRN;MAPK3;PCYT2;TMEM198B;SEMA4C;DOHH;MLXIPL;PFKL;HOOK2;DMWD;H3F3AP4;ERF;MEGF8;FGFR4;TRIM11
BRPF1_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.76	0.00	POM121;MAML1;MEPCE;INPPL1;ADCY3;PIK3CD;SMG5;APH1A;PTBP1;TMEM102;IRAK1;PES1;NACC1;MYBL2;CMTR1;WDTC1;CLUH;DENND4B;ATAD3A;DGKZ;EML3;SH3BP5L;PACS1;TET3;MAPKAPK2;RAPGEF1;ERF;TKT;STK40
ZNF286A_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.76	0.00	DCLRE1C;GPR22;PCDHGB9P;STRN3;PODNL1;PPP2R1B;ZNF286B;CHP1;ARID2;MTPAP;ZNF121;CXADR;HOMER2;SOX11;SHISA2;PPP2R3A;KNSTRN;HAUS1;ENAH;TBL1XR1;ZNF714;TBPL1;TCF4;COPS8;HOXB7;TDGF1;ZNF532;CCDC150;UBE2Q2P2
ZBTB25_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.45	0.00	ZBTB8A;CRYBB2P1;TCF23;NKAP;ATP1A4;TPTE2P2;LYPD5;ZNF8;N4BP2L2;ADAMTS4;SHE;FAM221A;CLN3;KIAA1328;PDCD6IPP2;HCAR1;ZNF506;MFSD4B;POLR2J3;BCAS4;ZNF283;ABCA9;SSTR2;C12ORF76;AGBL4;SPIRE2;WDPCP;MDM4;ZNF556;ZNF431
HOXA3_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.45	0.00	FOXC1;REP15;TGFA;LCLAT1;ZFP36L2;ADAMTS1;FRG1EP;NFKBIZ;USP30;PROM1;TINAG;CD34;SLC39A4;S100A10;ANKRD29;ANXA1;TSC22D2;PDZK1IP1;TM4SF1;EREG;DCBLD2;KIAA1217;TMEM98;TBL1XR1;P2RX1;SRSF2;MSRB3;KDELR3;HOXB7;RNF220
ZNF788_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.76	0.00	ZBTB8A;CRYBB2P1;NKAP;ATP1A4;LYPD5;ZNF8;GJC1;ADAMTS4;SHE;FAM221A;ATXN3;MTATP8P2;CLN3;KIAA1328;HCAR1;MFSD4B;POLR2J3;BCAS4;ZNF283;ABCA9;KLF8;RAET1E;ARMC10;FAM153C;SPIRE2;EBPL;WDPCP;ZNF556;ZNF431
ZNF207_human_tf_ARCHS4_coexpression	29/299	1.00	1.00	0.00	0.41	0.68	0.77	0.00	ZNF254;DCLRE1C;GMPS;SMG1P5;N4BP2L2;ZNF280D;NAA25;PTCHD3;C21ORF91;LBR;ZNF587B;GABPA;SUZ12;USP24;ZNF121;ZGRF1;MASTL;IBTK;MSH2;TBL1XR1;ZNF714;SRSF2;PHIP;MDM4;PAXBP1;NEMP1;TDGF1;SRSF7;CGGBP1
ZNF30_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.46	0.00	MSANTD4;ZFAND1;PPP1R9A;STRN3;SYCE3;RAB21;MFSD8;ADAMTS3;FLRT3;ANKRD2;UTY;POLK;ZNF124;ZNF587B;ZNF121;USP47;STARD4;CXADR;CADM1;POLR3GL;SYT15;KNSTRN;ENAH;NEURL2;GSTA4;TBL1XR1;TBC1D24;TLL2;COPS8;SSBP2
ZNF385B_human_tf_ARCHS4_coexpression	35/299	0.94	1.00	0.00	0.10	0.24	0.05	0.00	CAMK2B;SPTBN4;RTN3;BRSK2;HPN;CACNA1B;AGAP2;ADCY1;NLK;PRKCZ;KLC2;CHN1;PHF24;DLGAP1;SLC17A7;STXBP6;MAP4;SCN1B;PACSIN1;HOMER2;CADM2;KCNJ9;GRIN2C;BAIAP2;SEPT4;HPCAL4;KIAA1217;ARHGAP32;KCNS1;WNK1;FASN;LNX1;RGS11;ACPP;HCN1
CHD9_human_tf_ARCHS4_coexpression	31/299	0.99	1.00	0.00	0.28	0.52	0.28	0.00	ZNF254;SHC4;MYCBP2;PPP1R9A;N4BP2L2;PCDH17;CCDC144A;ZNF280D;SENP6;ZNF808;EPB41L4A;KIAA1328;HCAR1;KIAA1841;REV3L;KIF21A;C21ORF91;PAK3;GABPA;USP32P1;TIGD7;PHF10;MAGI2;MAPK10;ZNF619;TEX9;ZNF579;PHIP;MDM4;TCF4;SSBP2
RCOR1_human_tf_ARCHS4_coexpression	35/299	0.94	1.00	0.00	0.10	0.24	0.05	0.00	POM121;WDR1;MAML1;INPPL1;PTPRJ;ZDHHC7;GSPT1;APH1A;PTBP1;C6ORF106;PPP6R1;NACC1;CHST15;WWC3;MLEC;CMTR1;WDTC1;USP24;PCYT1A;VPS37C;ZFP91;ATP11B;OXSR1;PTBP3;RALGAPB;SH3BP5L;WNK1;TET3;MAPKAPK2;RAPGEF1;ERF;STRN;MXD1;STK40;CERS2
ZNF280D_human_tf_ARCHS4_coexpression	32/299	0.98	1.00	0.00	0.22	0.45	0.18	0.00	SHC4;SPEF2;TPTE2P2;ATP10B;N4BP2L2;LCLAT1;CCDC144A;ATXN3;FAM221A;EPB41L4A;KIAA1328;ZNF506;REV3L;MORC4;FCRL5;ZNF480;MAGI2;ABCA9;TEX35;ARHGAP28;DDHD1;SSTR2;LZTFL1;C12ORF76;KLF8;RPS4XP5;NAV3;TEX9;WDPCP;MDM4;FGF13;TMEM45A
ZNF124_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.46	0.00	TMEM41A;SETD7;NLK;N4BP2L2;CCDC144A;KIAA1328;PODNL1;ZNF506;EFCAB2;ZNF286B;CHP1;VPS9D1;MORC4;HOMER2;ABCA9;TEX35;ARHGAP28;DDHD1;ENAH;KLF8;MTAP;RPS4XP5;TEX9;ZNF714;TBPL1;PXYLP1;WDPCP;FGF13;HOXB7;CCDC150
ZFP30_human_tf_ARCHS4_coexpression	31/299	0.99	1.00	0.00	0.28	0.52	0.28	0.00	ZBTB8A;USP37;ZNF8;PPP1R9A;GPR174;RAB21;ZNF808;FAM221A;HCAR1;ADAMTS3;ZNF506;FAM177A1;UTY;POLK;ZNF124;ZNF587B;MFSD4B;SLAMF1;USP47;CADM1;POLR3GL;SYT15;KNSTRN;ENAH;GSTA4;ZNF714;C18ORF32;TBC1D24;TLL2;PXYLP1;KIAA1958
ZNF695_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.46	0.00	DCLRE1C;FAM57A;SMG1P6;GCC1;STRN3;GJC1;DACH1;ZNF605;ZNF669;ZNF286B;ADNP2;SMN1;EGR1;CENPU;CXADR;ZNF480;ZGRF1;TEX35;KLHL23;FAM136A;HAUS1;TBL1XR1;ZNF714;TYRO3;CENPN;PHIP;FGF13;SRSF7;VSX1;CCDC150
ZNF470_human_tf_ARCHS4_coexpression	30/299	0.99	1.00	0.00	0.34	0.60	0.47	0.00	SHC4;CRYBB2P1;TPTE2P2;ATP10B;LYPD5;CCDC144A;ZNF280D;ADAMTS4;FAM221A;ATXN3;CLN3;EPB41L4A;KIAA1328;HCAR1;MAT2A;ZNF506;SRGAP3;USP32P1;MORC4;ABCA9;TEX35;ARHGAP28;SSTR2;C12ORF76;KLF8;PGM5P2;RPS4XP5;TEX9;WDPCP;FGF13
